"","Year","Month","monthlywtmp","Station","Date"
"1",2011,1,6.56900056866648,"Beaufort",2011-01-01
"2",2011,2,9.71682340647858,"Beaufort",2011-02-01
"3",2011,3,13.277105444521,"Beaufort",2011-03-01
"4",2011,4,18.0817429406037,"Beaufort",2011-04-01
"5",2011,5,22.9510555331451,"Beaufort",2011-05-01
"6",2011,6,26.7439966296868,"Beaufort",2011-06-01
"7",2011,7,28.1663619252487,"Beaufort",2011-07-01
"8",2011,8,28.6490725806452,"Beaufort",2011-08-01
"9",2011,9,25.723,"Beaufort",2011-09-01
"10",2011,10,20.7046269931663,"Beaufort",2011-10-01
"11",2011,11,15.6898705996939,"Beaufort",2011-11-01
"12",2011,12,12.9950914470145,"Beaufort",2011-12-01
"13",2012,1,10.8701051779935,"Beaufort",2012-01-01
"14",2012,2,11.3023994252874,"Beaufort",2012-02-01
"15",2012,3,15.7470334992601,"Beaufort",2012-03-01
"16",2012,4,18.3532101167315,"Beaufort",2012-04-01
"17",2012,5,23.0958837772397,"Beaufort",2012-05-01
"18",2012,6,25.0170795306389,"Beaufort",2012-06-01
"19",2012,7,28.4316356777149,"Beaufort",2012-07-01
"20",2012,8,28.027895100069,"Beaufort",2012-08-01
"21",2012,9,25.8148145575774,"Beaufort",2012-09-01
"22",2012,10,21.7845688147451,"Beaufort",2012-10-01
"23",2012,11,13.226788939836,"Beaufort",2012-11-01
"24",2012,12,12.6990454423232,"Beaufort",2012-12-01
"25",2013,1,10.4484946236559,"Beaufort",2013-01-01
"26",2013,2,10.6147023809524,"Beaufort",2013-02-01
"27",2013,3,11.3447261936876,"Beaufort",2013-03-01
"28",2013,4,16.1258544040011,"Beaufort",2013-04-01
"29",2013,5,20.6691793764341,"Beaufort",2013-05-01
"30",2013,6,25.7016171755193,"Beaufort",2013-06-01
"31",2013,7,27.8208187449502,"Beaufort",2013-07-01
"32",2013,8,26.8304782491219,"Beaufort",2013-08-01
"33",2013,9,25.5353734872722,"Beaufort",2013-09-01
"34",2013,10,21.2551292407108,"Beaufort",2013-10-01
"35",2013,11,15.0646787709497,"Beaufort",2013-11-01
"36",2013,12,12.4048957632818,"Beaufort",2013-12-01
"37",2014,1,8.83870989485036,"Beaufort",2014-01-01
"38",2014,2,8.25926257650396,"Beaufort",2014-02-01
"39",2014,3,10.3546407185629,"Beaufort",2014-03-01
"40",2014,4,16.2608710752987,"Beaufort",2014-04-01
"41",2014,5,22.3851209677419,"Beaufort",2014-05-01
"42",2014,6,26.1249200833912,"Beaufort",2014-06-01
"43",2014,7,27.4704043126685,"Beaufort",2014-07-01
"44",2014,8,26.8969002151694,"Beaufort",2014-08-01
"45",2014,9,25.9666993418289,"Beaufort",2014-09-01
"46",2014,10,21.9498573369565,"Beaufort",2014-10-01
"47",2014,11,14.461644506648,"Beaufort",2014-11-01
"48",2014,12,11.6471134436819,"Beaufort",2014-12-01
"49",2015,1,9.6190505050505,"Beaufort",2015-01-01
"50",2015,2,6.45986146283331,"Beaufort",2015-02-01
"51",2015,3,10.5034721251921,"Beaufort",2015-03-01
"52",2015,4,16.7161429806861,"Beaufort",2015-04-01
"53",2015,5,21.7672236679907,"Beaufort",2015-05-01
"54",2015,6,27.1705045999442,"Beaufort",2015-06-01
"55",2015,7,27.5270679265955,"Beaufort",2015-07-01
"56",2015,8,27.1965961486303,"Beaufort",2015-08-01
"57",2015,9,25.5847986111111,"Beaufort",2015-09-01
"58",2015,10,21.1461140601606,"Beaufort",2015-10-01
"59",2015,11,17.5431843497633,"Beaufort",2015-11-01
"60",2015,12,15.6486086602416,"Beaufort",2015-12-01
"61",2016,1,9.98832270321618,"Beaufort",2016-01-01
"62",2016,2,8.92333237285694,"Beaufort",2016-02-01
"63",2016,3,13.9405021834061,"Beaufort",2016-03-01
"64",2016,4,16.1031840447866,"Beaufort",2016-04-01
"65",2016,5,20.8964444444444,"Beaufort",2016-05-01
"66",2016,6,24.8988140086508,"Beaufort",2016-06-01
"67",2016,7,27.9338062423997,"Beaufort",2016-07-01
"68",2016,8,28.1477000672495,"Beaufort",2016-08-01
"69",2016,9,25.6171169916435,"Beaufort",2016-09-01
"70",2016,10,20.9075849514563,"Beaufort",2016-10-01
"71",2016,11,15.0955574182733,"Beaufort",2016-11-01
"72",2016,12,10.9361578876465,"Beaufort",2016-12-01
"73",2017,1,9.51984383414109,"Beaufort",2017-01-01
"74",2017,2,11.4648334333734,"Beaufort",2017-02-01
"75",2017,3,12.7730273861171,"Beaufort",2017-03-01
"76",2017,4,18.0130700154343,"Beaufort",2017-04-01
"77",2017,5,21.7977567567568,"Beaufort",2017-05-01
"78",2017,6,24.808655181995,"Beaufort",2017-06-01
"79",2017,7,26.5711847116431,"Beaufort",2017-07-01
"80",2017,8,25.8696649623251,"Beaufort",2017-08-01
"81",2017,9,23.7382136407834,"Beaufort",2017-09-01
"82",2017,10,21.8541497975709,"Beaufort",2017-10-01
"83",2017,11,16.6702016689847,"Beaufort",2017-11-01
"84",2017,12,11.8130671872896,"Beaufort",2017-12-01
"85",2018,1,7.1897312989468,"Beaufort",2018-01-01
"86",2018,2,12.0354045596781,"Beaufort",2018-02-01
"87",2018,3,11.5383492533297,"Beaufort",2018-03-01
"88",2018,4,16.491779200891,"Beaufort",2018-04-01
"89",2018,5,23.1512147388312,"Beaufort",2018-05-01
"90",2018,6,28.0255877034358,"Beaufort",2018-06-01
"91",2018,7,28.4418836036527,"Beaufort",2018-07-01
"92",2018,8,28.5512484307435,"Beaufort",2018-08-01
"93",2018,9,28.2237569832402,"Beaufort",2018-09-01
"94",2018,10,23.6209051724138,"Beaufort",2018-10-01
"95",2018,11,17.1899582793843,"Beaufort",2018-11-01
"96",2018,12,13.0045997776543,"Beaufort",2018-12-01
"97",2019,1,11.581916495551,"Beaufort",2019-01-01
"98",2019,2,12.1316756272401,"Beaufort",2019-02-01
"99",2019,3,14.2217206477733,"Beaufort",2019-03-01
"100",2019,4,18.5046943024797,"Beaufort",2019-04-01
"101",2019,5,24.6923049745619,"Beaufort",2019-05-01
"102",2019,6,27.1127004399035,"Beaufort",2019-06-01
"103",2019,7,28.8696646969905,"Beaufort",2019-07-01
"104",2019,8,28.8679543579874,"Beaufort",2019-08-01
"105",2019,9,26.9276765536723,"Beaufort",2019-09-01
"106",2019,10,23.3542518618822,"Beaufort",2019-10-01
"107",2019,11,16.1057299062766,"Beaufort",2019-11-01
"108",2019,12,12.7259516987311,"Beaufort",2019-12-01
"109",2020,1,12.4875911915698,"Beaufort",2020-01-01
"110",2020,2,11.9669336219336,"Beaufort",2020-02-01
"111",2020,3,14.7966375252186,"Beaufort",2020-03-01
"112",2020,4,18.0972430555556,"Beaufort",2020-04-01
"113",2020,5,21.758926409256,"Beaufort",2020-05-01
"114",2020,6,25.5772278604199,"Beaufort",2020-06-01
"115",2020,7,29.4462058141122,"Beaufort",2020-07-01
"116",2020,8,28.9241492414924,"Beaufort",2020-08-01
"117",2020,9,26.2503202896533,"Beaufort",2020-09-01
"118",2020,10,22.8118902850966,"Beaufort",2020-10-01
"119",2020,11,18.5288882404435,"Beaufort",2020-11-01
"120",2020,12,12.8828335126412,"Beaufort",2020-12-01
"121",2021,1,11.0946439774153,"Beaufort",2021-01-01
"122",2021,2,10.2403391572456,"Beaufort",2021-02-01
"123",2021,3,14.2730260775081,"Beaufort",2021-03-01
"124",2021,4,18.9004730105732,"Beaufort",2021-04-01
"125",2021,5,22.0444566864068,"Beaufort",2021-05-01
"126",2021,6,26.2728089731085,"Beaufort",2021-06-01
"127",2021,7,28.4286501747782,"Beaufort",2021-07-01
"128",2021,8,29.4287135367657,"Beaufort",2021-08-01
"129",2021,9,26.8070694444444,"Beaufort",2021-09-01
"130",2021,10,23.4149838231329,"Beaufort",2021-10-01
"131",2021,11,15.8552777777778,"Beaufort",2021-11-01
"132",2021,12,13.9652290014565,"Beaufort",2021-12-01
"133",2011,1,5.85011949950794,"Hatteras",2011-01-01
"134",2011,2,10.2897804000043,"Hatteras",2011-02-01
"135",2011,3,15.4246521189121,"Hatteras",2011-03-01
"136",2011,4,19.0503362200727,"Hatteras",2011-04-01
"137",2011,5,22.3094123974721,"Hatteras",2011-05-01
"138",2011,6,26.196055586749,"Hatteras",2011-06-01
"139",2011,7,27.4714036031191,"Hatteras",2011-07-01
"140",2011,8,28.1330151902137,"Hatteras",2011-08-01
"141",2011,9,25.6478037253267,"Hatteras",2011-09-01
"142",2011,10,20.1453753162778,"Hatteras",2011-10-01
"143",2011,11,15.8163259630093,"Hatteras",2011-11-01
"144",2011,12,13.0730267581014,"Hatteras",2011-12-01
"145",2012,1,11.3218644752795,"Hatteras",2012-01-01
"146",2012,2,12.065775862069,"Hatteras",2012-02-01
"147",2012,3,16.329486036839,"Hatteras",2012-03-01
"148",2012,4,17.6751597666018,"Hatteras",2012-04-01
"149",2012,5,22.6414660390047,"Hatteras",2012-05-01
"150",2012,6,24.6941454596023,"Hatteras",2012-06-01
"151",2012,7,27.3090639330995,"Hatteras",2012-07-01
"152",2012,8,26.9415296803653,"Hatteras",2012-08-01
"153",2012,9,25.1453598221728,"Hatteras",2012-09-01
"154",2012,10,21.5997846857758,"Hatteras",2012-10-01
"155",2012,11,13.0135692393424,"Hatteras",2012-11-01
"156",2012,12,13.2944601317736,"Hatteras",2012-12-01
"157",2013,1,11.0510055865922,"Hatteras",2013-01-01
"158",2013,2,11.3724728301325,"Hatteras",2013-02-01
"159",2013,3,12.0030669895077,"Hatteras",2013-03-01
"160",2013,4,15.3735259826782,"Hatteras",2013-04-01
"161",2013,5,20.7230534454693,"Hatteras",2013-05-01
"162",2013,6,26.2049295774648,"Hatteras",2013-06-01
"163",2013,7,28.139020710465,"Hatteras",2013-07-01
"164",2013,8,29.0891955266955,"Hatteras",2013-08-01
"165",2013,9,29.351025488541,"Hatteras",2013-09-01
"166",2013,10,25.9771639042357,"Hatteras",2013-10-01
"167",2013,11,22.6159760589319,"Hatteras",2013-11-01
"168",2013,12,19.2559392265193,"Hatteras",2013-12-01
"169",2014,1,15.8424953959484,"Hatteras",2014-01-01
"170",2014,2,12.5959484346225,"Hatteras",2014-02-01
"171",2014,3,10.8382965499871,"Hatteras",2014-03-01
"172",2014,4,16.1648909570774,"Hatteras",2014-04-01
"173",2014,5,22.3589864229063,"Hatteras",2014-05-01
"174",2014,6,25.5452814454482,"Hatteras",2014-06-01
"175",2014,7,27.052490911539,"Hatteras",2014-07-01
"176",2014,8,26.5946805648958,"Hatteras",2014-08-01
"177",2014,9,26.5394774154345,"Hatteras",2014-09-01
"178",2014,10,21.8625644854738,"Hatteras",2014-10-01
"179",2014,11,14.5524576389861,"Hatteras",2014-11-01
"180",2014,12,12.1429052197802,"Hatteras",2014-12-01
"181",2015,1,10.1567065705346,"Hatteras",2015-01-01
"182",2015,2,6.93425426774483,"Hatteras",2015-02-01
"183",2015,3,11.4097989596513,"Hatteras",2015-03-01
"184",2015,4,17.8369970193741,"Hatteras",2015-04-01
"185",2015,5,21.8375427789186,"Hatteras",2015-05-01
"186",2015,6,27.0361939258846,"Hatteras",2015-06-01
"187",2015,7,27.2040645955933,"Hatteras",2015-07-01
"188",2015,8,27.1831162664496,"Hatteras",2015-08-01
"189",2015,9,26.185154295246,"Hatteras",2015-09-01
"190",2015,10,21.6420946490992,"Hatteras",2015-10-01
"191",2015,11,18.4276154702282,"Hatteras",2015-11-01
"192",2015,12,17.4022036886357,"Hatteras",2015-12-01
"193",2016,1,10.8887816154474,"Hatteras",2016-01-01
"194",2016,2,10.9868174614609,"Hatteras",2016-02-01
"195",2016,3,15.7308075296685,"Hatteras",2016-03-01
"196",2016,4,16.5849608282037,"Hatteras",2016-04-01
"197",2016,5,21.3749830600352,"Hatteras",2016-05-01
"198",2016,6,25.3470920502092,"Hatteras",2016-06-01
"199",2016,7,27.9143939393939,"Hatteras",2016-07-01
"200",2016,8,27.9503496973773,"Hatteras",2016-08-01
"201",2016,9,26.4762425170542,"Hatteras",2016-09-01
"202",2016,10,21.9562567421791,"Hatteras",2016-10-01
"203",2016,11,16.9294553072626,"Hatteras",2016-11-01
"204",2016,12,14.2480396119644,"Hatteras",2016-12-01
"205",2017,1,12.1441774367259,"Hatteras",2017-01-01
"206",2017,2,13.9468035847647,"Hatteras",2017-02-01
"207",2017,3,13.8035024969632,"Hatteras",2017-03-01
"208",2017,4,19.5313502580555,"Hatteras",2017-04-01
"209",2017,5,22.5692167454423,"Hatteras",2017-05-01
"210",2017,6,25.1618832522585,"Hatteras",2017-06-01
"211",2017,7,26.4225788900979,"Hatteras",2017-07-01
"212",2017,8,26.4060683530678,"Hatteras",2017-08-01
"213",2017,9,24.9749131582604,"Hatteras",2017-09-01
"214",2017,10,22.5798494421293,"Hatteras",2017-10-01
"215",2017,11,16.9402739154616,"Hatteras",2017-11-01
"216",2017,12,12.8008280597819,"Hatteras",2017-12-01
"217",2018,1,7.58524368840286,"Hatteras",2018-01-01
"218",2018,2,12.9062844378258,"Hatteras",2018-02-01
"219",2018,3,10.8224300322928,"Hatteras",2018-03-01
"220",2018,4,16.5442225998301,"Hatteras",2018-04-01
"221",2018,5,22.4301814777474,"Hatteras",2018-05-01
"222",2018,6,26.6431200334588,"Hatteras",2018-06-01
"223",2018,7,27.3604715955423,"Hatteras",2018-07-01
"224",2018,8,26.9589390426838,"Hatteras",2018-08-01
"225",2018,9,27.9092651757189,"Hatteras",2018-09-01
"226",2018,10,22.884725023531,"Hatteras",2018-10-01
"227",2018,11,17.0597276536313,"Hatteras",2018-11-01
"228",2018,12,13.2338917347363,"Hatteras",2018-12-01
"229",2019,1,11.000719575241,"Hatteras",2019-01-01
"230",2019,2,12.8006945481703,"Hatteras",2019-02-01
"231",2019,3,13.6666711644852,"Hatteras",2019-03-01
"232",2019,4,18.6714145085567,"Hatteras",2019-04-01
"233",2019,5,22.8915039719941,"Hatteras",2019-05-01
"234",2019,6,25.2888102578475,"Hatteras",2019-06-01
"235",2019,7,26.9343216350679,"Hatteras",2019-07-01
"236",2019,8,27.2803079636413,"Hatteras",2019-08-01
"237",2019,9,25.8208077138066,"Hatteras",2019-09-01
"238",2019,10,22.3883541214751,"Hatteras",2019-10-01
"239",2019,11,16.1410048848569,"Hatteras",2019-11-01
"240",2019,12,12.9377260458839,"Hatteras",2019-12-01
"241",2020,1,12.3494812718944,"Hatteras",2020-01-01
"242",2020,2,12.2339985590778,"Hatteras",2020-02-01
"243",2020,3,14.4848454301075,"Hatteras",2020-03-01
"244",2020,4,17.1140555555556,"Hatteras",2020-04-01
"245",2020,5,20.5282056451613,"Hatteras",2020-05-01
"246",2020,6,24.7063915520356,"Hatteras",2020-06-01
"247",2020,7,28.4548301268932,"Hatteras",2020-07-01
"248",2020,8,27.6243612515371,"Hatteras",2020-08-01
"249",2020,9,25.1231031602395,"Hatteras",2020-09-01
"250",2020,10,22.3216930144575,"Hatteras",2020-10-01
"251",2020,11,17.7632915086081,"Hatteras",2020-11-01
"252",2020,12,12.5799892415277,"Hatteras",2020-12-01
"253",2021,1,11.0132057716437,"Hatteras",2021-01-01
"254",2021,2,8.99046248715313,"Hatteras",2021-02-01
"255",2021,3,13.3112006519377,"Hatteras",2021-03-01
"256",2021,4,17.5436648122392,"Hatteras",2021-04-01
"257",2021,5,20.9571664601404,"Hatteras",2021-05-01
"258",2021,6,25.5112844803566,"Hatteras",2021-06-01
"259",2021,7,27.5077977951062,"Hatteras",2021-07-01
"260",2021,8,27.3534480440919,"Hatteras",2021-08-01
"261",2021,9,25.8300555555556,"Hatteras",2021-09-01
"262",2021,10,22.8678905931858,"Hatteras",2021-10-01
"263",2021,11,15.7237208008899,"Hatteras",2021-11-01
"264",2021,12,14.8801245599783,"Hatteras",2021-12-01
"265",2011,1,7.38359825573217,"Wrightsville",2011-01-01
"266",2011,2,9.26475569544364,"Wrightsville",2011-02-01
"267",2011,3,13.1661655172414,"Wrightsville",2011-03-01
"268",2011,4,17.1512503473187,"Wrightsville",2011-04-01
"269",2011,5,21.6887469749933,"Wrightsville",2011-05-01
"270",2011,6,25.8914968376669,"Wrightsville",2011-06-01
"271",2011,7,27.8021379588544,"Wrightsville",2011-07-01
"272",2011,8,28.9776458665122,"Wrightsville",2011-08-01
"273",2011,9,27.0390083092486,"Wrightsville",2011-09-01
"274",2011,10,22.6937195296817,"Wrightsville",2011-10-01
"275",2011,11,17.6491264962795,"Wrightsville",2011-11-01
"276",2011,12,14.8223074851912,"Wrightsville",2011-12-01
"277",2012,1,12.8584040975873,"Wrightsville",2012-01-01
"278",2012,2,13.0296695402299,"Wrightsville",2012-02-01
"279",2012,3,15.6489136102903,"Wrightsville",2012-03-01
"280",2012,4,19.5464330413016,"Wrightsville",2012-04-01
"281",2012,5,23.5451621585251,"Wrightsville",2012-05-01
"282",2012,6,25.9141625991458,"Wrightsville",2012-06-01
"283",2012,7,27.7509538628061,"Wrightsville",2012-07-01
"284",2012,8,27.8958997050147,"Wrightsville",2012-08-01
"285",2012,9,27.1224200278164,"Wrightsville",2012-09-01
"286",2012,10,23.7627640963531,"Wrightsville",2012-10-01
"287",2012,11,16.3552624232272,"Wrightsville",2012-11-01
"288",2012,12,14.6060834454913,"Wrightsville",2012-12-01
"289",2013,1,12.2129032258065,"Wrightsville",2013-01-01
"290",2013,2,11.6068801191363,"Wrightsville",2013-02-01
"291",2013,3,12.3278655326043,"Wrightsville",2013-03-01
"292",2013,4,15.54559972106,"Wrightsville",2013-04-01
"293",2013,5,20.2781947832614,"Wrightsville",2013-05-01
"294",2013,6,25.8158962264151,"Wrightsville",2013-06-01
"295",2013,7,26.3881016765819,"Wrightsville",2013-07-01
"296",2013,8,26.6617833964305,"Wrightsville",2013-08-01
"297",2013,9,27.2799722222222,"Wrightsville",2013-09-01
"298",2013,10,23.1997781959941,"Wrightsville",2013-10-01
"299",2013,11,18.058044450657,"Wrightsville",2013-11-01
"300",2013,12,14.2507666442502,"Wrightsville",2013-12-01
"301",2014,1,12.2406786535082,"Wrightsville",2014-01-01
"302",2014,2,9.96590604026846,"Wrightsville",2014-02-01
"303",2014,3,10.8584164420485,"Wrightsville",2014-03-01
"304",2014,4,15.5243607754987,"Wrightsville",2014-04-01
"305",2014,5,21.1042159763314,"Wrightsville",2014-05-01
"306",2014,6,26.4450854997915,"Wrightsville",2014-06-01
"307",2014,7,28.3483766671157,"Wrightsville",2014-07-01
"308",2014,8,28.2127102677971,"Wrightsville",2014-08-01
"309",2014,9,27.3866232675346,"Wrightsville",2014-09-01
"310",2014,10,24.2044119655785,"Wrightsville",2014-10-01
"311",2014,11,17.8185779165484,"Wrightsville",2014-11-01
"312",2014,12,14.1325970272502,"Wrightsville",2014-12-01
"313",2015,1,11.7250544959128,"Wrightsville",2015-01-01
"314",2015,2,10.5967116104869,"Wrightsville",2015-02-01
"315",2015,3,12.1625422773393,"Wrightsville",2015-03-01
