"","Year","Month","Day","dailywtmp"
"1",2011,1,1,8.74728033472803
"2",2011,1,2,8.955
"3",2011,1,3,8.64833333333333
"4",2011,1,4,8.26166666666667
"5",2011,1,5,8.2234309623431
"6",2011,1,6,8.20375
"7",2011,1,7,8.10840336134454
"8",2011,1,8,8.16708333333333
"9",2011,1,9,7.82194092827004
"10",2011,1,10,7.35333333333333
"11",2011,1,11,6.56041666666667
"12",2011,1,12,6.55083333333333
"13",2011,1,13,6.35833333333333
"14",2011,1,14,6.45958333333333
"15",2011,1,15,6.55291666666667
"16",2011,1,16,6.92156862745098
"17",2011,1,17,6.96637168141593
"18",2011,1,18,6.92991452991453
"19",2011,1,19,7.06416666666667
"20",2011,1,20,7.17
"21",2011,1,21,7.5125
"22",2011,1,22,6.92416666666667
"23",2011,1,23,6.32666666666667
"24",2011,1,24,6.63916666666667
"25",2011,1,25,6.43416666666667
"26",2011,1,26,6.84458333333333
"27",2011,1,27,6.96166666666667
"28",2011,1,28,7.20210084033613
"29",2011,1,29,7.49625
"30",2011,1,30,7.73083333333333
"31",2011,1,31,8.21833333333333
"32",2011,2,1,8.15481171548117
"33",2011,2,2,8.59113924050633
"34",2011,2,3,8.45458333333333
"35",2011,2,4,8.23583333333333
"36",2011,2,5,8.28416666666667
"37",2011,2,6,8.55333333333333
"38",2011,2,7,9.01
"39",2011,2,8,8.89833333333333
"40",2011,2,9,8.2672268907563
"41",2011,2,10,8.56458333333333
"42",2011,2,11,7.99333333333333
"43",2011,2,12,7.93291666666667
"44",2011,2,13,8.26291666666667
"45",2011,2,14,8.67625
"46",2011,2,15,8.82645631067961
"47",2011,2,16,9.10833333333333
"48",2011,2,17,9.6457264957265
"49",2011,2,18,9.52208333333333
"50",2011,2,19,9.31375
"51",2011,2,20,9.58791666666667
"52",2011,2,21,10.1195833333333
"53",2011,2,22,9.74285714285714
"54",2011,2,23,10.3595833333333
"55",2011,2,24,10.8379166666667
"56",2011,2,25,11.07625
"57",2011,2,26,10.8029166666667
"58",2011,2,27,11.2391666666667
"59",2011,2,28,11.28125
"60",2011,3,1,11.4617647058824
"61",2011,3,2,11.8529166666667
"62",2011,3,3,11.5279166666667
"63",2011,3,4,11.19625
"64",2011,3,5,11.7658333333333
"65",2011,3,6,12.6241666666667
"66",2011,3,7,11.9341666666667
"67",2011,3,8,12.2836820083682
"68",2011,3,9,12.7258333333333
"69",2011,3,10,13.1
"70",2011,3,11,12.4445833333333
"71",2011,3,12,12.33875
"72",2011,3,13,12.6158333333333
"73",2011,3,14,12.7445833333333
"74",2011,3,15,13.1188284518828
"75",2011,3,16,13.3220833333333
"76",2011,3,17,13.1088983050847
"77",2011,3,18,13.5079166666667
"78",2011,3,19,13.5445833333333
"79",2011,3,20,14.3766666666667
"80",2011,3,21,14.5745833333333
"81",2011,3,22,14.5216666666667
"82",2011,3,23,14.56375
"83",2011,3,24,14.7379166666667
"84",2011,3,25,14.8909523809524
"85",2011,3,26,15.1920454545455
"86",2011,3,27,14.6133333333333
"87",2011,3,28,13.5433333333333
"88",2011,3,29,13.3529166666667
"89",2011,3,30,14.0141666666667
"90",2011,3,31,14.0308333333333
"91",2011,4,1,14.2172268907563
"92",2011,4,2,14.1354166666667
"93",2011,4,3,14.5629166666667
"94",2011,4,4,14.87375
"95",2011,4,5,15.0141666666667
"96",2011,4,6,14.91625
"97",2011,4,7,15.45375
"98",2011,4,8,15.7016666666667
"99",2011,4,9,15.7945833333333
"100",2011,4,10,16.6604166666667
"101",2011,4,11,17.1275
"102",2011,4,12,16.6008333333333
"103",2011,4,13,15.9508333333333
"104",2011,4,14,16.2766666666667
"105",2011,4,15,17.5229166666667
"106",2011,4,16,18.3883333333333
"107",2011,4,17,17.9225
"108",2011,4,18,18.0633333333333
"109",2011,4,19,18.1645833333333
"110",2011,4,20,18.1358333333333
"111",2011,4,21,18.1191666666667
"112",2011,4,22,18.6354166666667
"113",2011,4,23,18.6829166666667
"114",2011,4,24,18.9620833333333
"115",2011,4,25,19.1179166666667
"116",2011,4,26,19.4308333333333
"117",2011,4,27,19.1595833333333
"118",2011,4,28,18.9195833333333
"119",2011,4,29,18.7291666666667
"120",2011,4,30,19.2729166666667
"121",2011,5,1,20.1495798319328
"122",2011,5,2,20.7904166666667
"123",2011,5,3,20.8975
"124",2011,5,4,20.58375
"125",2011,5,5,20.015
"126",2011,5,6,20.14375
"127",2011,5,7,19.9541666666667
"128",2011,5,8,20.0495833333333
"129",2011,5,9,20.5625
"130",2011,5,10,21.0875
"131",2011,5,11,21.88
"132",2011,5,12,21.90125
"133",2011,5,13,21.7491666666667
"134",2011,5,14,21.82375
"135",2011,5,15,21.8666666666667
"136",2011,5,16,21.5279166666667
"137",2011,5,17,21.415
"138",2011,5,18,21.6145833333333
"139",2011,5,19,21.9083333333333
"140",2011,5,20,22.1220833333333
"141",2011,5,21,22.2995833333333
"142",2011,5,22,22.905
"143",2011,5,23,22.9191666666667
"144",2011,5,24,22.6479166666667
"145",2011,5,25,22.135
"146",2011,5,26,22.315
"147",2011,5,27,22.4904166666667
"148",2011,5,28,22.7383333333333
"149",2011,5,29,23.0966666666667
"150",2011,5,30,23.5525
"151",2011,5,31,23.19625
"152",2011,6,1,26.0743697478992
